movie1,movie2,weight
in the line of fire (1993),rebecca (1940),2
in the line of fire (1993),sabrina (1954),2
in the line of fire (1993),sophie's choice (1982),2
in the mouth of madness (1995),lone star (1996),2
in the mouth of madness (1995),monty python and the holy grail (1975),2
in the mouth of madness (1995),night of the living dead (1968),2
in the mouth of madness (1995),one flew over the cuckoo's nest (1975),2
in the mouth of madness (1995),"people vs. larry flynt, the (1996)",2
in the mouth of madness (1995),"piano, the (1993)",2
in the mouth of madness (1995),platoon (1986),3
in the mouth of madness (1995),powder (1995),2
in the mouth of madness (1995),"prophecy, the (1995)",2
in the mouth of madness (1995),psycho (1960),3
in the mouth of madness (1995),pulp fiction (1994),7
in the mouth of madness (1995),quiz show (1994),3
in the mouth of madness (1995),raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),2
in the mouth of madness (1995),rear window (1954),4
in the mouth of madness (1995),reservoir dogs (1992),4
in the mouth of madness (1995),schindler's list (1993),2
in the mouth of madness (1995),"shawshank redemption, the (1994)",6
in the mouth of madness (1995),"silence of the lambs, the (1991)",5
in the mouth of madness (1995),star wars: episode v - the empire strikes back (1980),4
in the mouth of madness (1995),taxi driver (1976),7
in the mouth of madness (1995),"usual suspects, the (1995)",5
in the mouth of madness (1995),vertigo (1958),2
in the mouth of madness (1995),"wild bunch, the (1969)",2
in the mouth of madness (1995),"wizard of oz, the (1939)",3
in the name of the father (1993),it's a wonderful life (1946),2
in the name of the father (1993),"maltese falcon, the (1941)",2
in the name of the father (1993),powder (1995),2
in the name of the father (1993),sabrina (1954),2
it happened one night (1934),powder (1995),2
it's a wonderful life (1946),jude (1996),3
it's a wonderful life (1946),sophie's choice (1982),2
it's a wonderful life (1946),when we were kings (1996),2
jude (1996),lawrence of arabia (1962),2
jude (1996),"maltese falcon, the (1941)",2
jude (1996),monty python and the holy grail (1975),3
jude (1996),muriel's wedding (1994),2
jude (1996),north by northwest (1959),2
jude (1996),one flew over the cuckoo's nest (1975),3
jude (1996),raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),2
jude (1996),rear window (1954),2
jude (1996),star wars: episode iv - a new hope (1977),2
jude (1996),star wars: episode v - the empire strikes back (1980),2
jude (1996),taxi driver (1976),2
lawrence of arabia (1962),meet me in st. louis (1944),2
lawrence of arabia (1962),muriel's wedding (1994),2
lawrence of arabia (1962),mystery science theater 3000: the movie (1996),2
lawrence of arabia (1962),"people vs. larry flynt, the (1996)",2
lawrence of arabia (1962),"wild bunch, the (1969)",2
leaving las vegas (1995),mystery science theater 3000: the movie (1996),3
lone star (1996),meet me in st. louis (1944),2
lone star (1996),mystery science theater 3000: the movie (1996),2
lone star (1996),sophie's choice (1982),2
"maltese falcon, the (1941)",sophie's choice (1982),2
meet me in st. louis (1944),mystery science theater 3000: the movie (1996),2
meet me in st. louis (1944),one flew over the cuckoo's nest (1975),2
meet me in st. louis (1944),"piano, the (1993)",3
meet me in st. louis (1944),psycho (1960),2
meet me in st. louis (1944),quiz show (1994),2
meet me in st. louis (1944),reservoir dogs (1992),2
meet me in st. louis (1944),sophie's choice (1982),2
meet me in st. louis (1944),star wars: episode v - the empire strikes back (1980),2
meet me in st. louis (1944),taxi driver (1976),2
monty python and the holy grail (1975),"prophecy, the (1995)",2
monty python and the holy grail (1975),sophie's choice (1982),2
mr. smith goes to washington (1939),notorious (1946),2
much ado about nothing (1993),one flew over the cuckoo's nest (1975),4
much ado about nothing (1993),"people vs. larry flynt, the (1996)",2
much ado about nothing (1993),secrets & lies (1996),2
much ado about nothing (1993),sophie's choice (1982),2
muriel's wedding (1994),powder (1995),3
muriel's wedding (1994),red rock west (1992),2
muriel's wedding (1994),sophie's choice (1982),2
mystery science theater 3000: the movie (1996),night of the living dead (1968),3
mystery science theater 3000: the movie (1996),"piano, the (1993)",2
mystery science theater 3000: the movie (1996),powder (1995),2
mystery science theater 3000: the movie (1996),psycho (1960),2
mystery science theater 3000: the movie (1996),red rock west (1992),2
mystery science theater 3000: the movie (1996),sabrina (1954),2
mystery science theater 3000: the movie (1996),singin' in the rain (1952),3
mystery science theater 3000: the movie (1996),sophie's choice (1982),2
mystery science theater 3000: the movie (1996),when we were kings (1996),2
night of the living dead (1968),platoon (1986),5
night of the living dead (1968),powder (1995),3
night of the living dead (1968),"prophecy, the (1995)",2
night of the living dead (1968),quiz show (1994),2
night of the living dead (1968),what's eating gilbert grape (1993),3
north by northwest (1959),powder (1995),2
north by northwest (1959),sophie's choice (1982),2
north by northwest (1959),when we were kings (1996),3
notorious (1946),when we were kings (1996),2
one flew over the cuckoo's nest (1975),sophie's choice (1982),2
"people vs. larry flynt, the (1996)",when we were kings (1996),2
"philadelphia story, the (1940)",sophie's choice (1982),3
"philadelphia story, the (1940)",when we were kings (1996),2
"piano, the (1993)",sophie's choice (1982),2
platoon (1986),sophie's choice (1982),2
platoon (1986),when we were kings (1996),4
platoon (1986),"wild bunch, the (1969)",2
powder (1995),"prophecy, the (1995)",4
powder (1995),rear window (1954),3
powder (1995),sabrina (1954),2
powder (1995),singin' in the rain (1952),2
powder (1995),some like it hot (1959),3
powder (1995),tales from the crypt presents: bordello of blood (1996),2
"prophecy, the (1995)",raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),3
"prophecy, the (1995)","silence of the lambs, the (1991)",5
"prophecy, the (1995)",star wars: episode v - the empire strikes back (1980),3
"prophecy, the (1995)","wizard of oz, the (1939)",3
pulp fiction (1994),sophie's choice (1982),3
quiz show (1994),sophie's choice (1982),2
raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),sophie's choice (1982),2
raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),tales from the crypt presents: bordello of blood (1996),2
rear window (1954),tales from the crypt presents: bordello of blood (1996),2
rebecca (1940),sabrina (1954),2
rebecca (1940),singin' in the rain (1952),3
reservoir dogs (1992),sophie's choice (1982),2
sabrina (1954),sophie's choice (1982),3
sabrina (1954),tales from the crypt presents: bordello of blood (1996),2
sabrina (1954),when we were kings (1996),2
schindler's list (1993),sophie's choice (1982),3
"shawshank redemption, the (1994)",sophie's choice (1982),3
short cuts (1993),when we were kings (1996),3
"silence of the lambs, the (1991)",sophie's choice (1982),3
"silence of the lambs, the (1991)",tales from the crypt presents: bordello of blood (1996),2
singin' in the rain (1952),sophie's choice (1982),2
singin' in the rain (1952),tales from the crypt presents: bordello of blood (1996),2
some like it hot (1959),sophie's choice (1982),2
some like it hot (1959),tales from the crypt presents: bordello of blood (1996),2
sophie's choice (1982),star wars: episode iv - a new hope (1977),3
sophie's choice (1982),star wars: episode v - the empire strikes back (1980),3
sophie's choice (1982),taxi driver (1976),2
sophie's choice (1982),toy story (1995),3
sophie's choice (1982),"usual suspects, the (1995)",3
sophie's choice (1982),what's eating gilbert grape (1993),2
sophie's choice (1982),"wizard of oz, the (1939)",3
tales from the crypt presents: bordello of blood (1996),"wizard of oz, the (1939)",2
taxi driver (1976),to live (huozhe) (1994),2
taxi driver (1976),"wild bunch, the (1969)",2
to live (huozhe) (1994),toy story (1995),2
toy story (1995),when we were kings (1996),4
what's eating gilbert grape (1993),when we were kings (1996),3
when we were kings (1996),"wizard of oz, the (1939)",3
avatar (2009),captain america: the first avenger (2011),2
avatar (2009),sherlock holmes: a game of shadows (2011),2
"avengers, the (2012)","hobbit: the desolation of smaug, the (2013)",2
avengers: age of ultron (2015),toy story (1995),2
avengers: age of ultron (2015),wall·e (2008),2
captain america: the first avenger (2011),harry potter and the deathly hallows: part 2 (2011),2
captain america: the first avenger (2011),harry potter and the prisoner of azkaban (2004),2
captain america: the first avenger (2011),toy story (1995),2
captain america: the first avenger (2011),up (2009),3
captain america: the first avenger (2011),wall·e (2008),3
"dark knight, the (2008)",harry potter and the deathly hallows: part 1 (2010),5
"dark knight, the (2008)",harry potter and the goblet of fire (2005),5
"dark knight, the (2008)",harry potter and the order of the phoenix (2007),5
"dark knight, the (2008)","hobbit: the desolation of smaug, the (2013)",2
deadpool (2016),"hobbit: the desolation of smaug, the (2013)",2
deadpool (2016),iron man 3 (2013),2
deadpool (2016),thor (2011),2
harry potter and the chamber of secrets (2002),"hobbit: the desolation of smaug, the (2013)",2
harry potter and the deathly hallows: part 1 (2010),iron man 3 (2013),2
harry potter and the deathly hallows: part 1 (2010),toy story (1995),4
harry potter and the deathly hallows: part 2 (2011),toy story (1995),2
harry potter and the goblet of fire (2005),iron man 3 (2013),2
harry potter and the order of the phoenix (2007),"hobbit: the desolation of smaug, the (2013)",2
harry potter and the order of the phoenix (2007),ice age (2002),4
harry potter and the order of the phoenix (2007),iron man (2008),3
harry potter and the order of the phoenix (2007),iron man 3 (2013),2
harry potter and the order of the phoenix (2007),toy story (1995),2
harry potter and the prisoner of azkaban (2004),iron man 3 (2013),2
ice age (2002),inside out (2015),4
ice age (2002),iron man 2 (2010),2
iron man 2 (2010),toy story (1995),2
iron man 3 (2013),toy story (1995),2
iron man 3 (2013),up (2009),3
sherlock holmes: a game of shadows (2011),thor (2011),2
sherlock holmes: a game of shadows (2011),up (2009),3
sherlock holmes: a game of shadows (2011),wall·e (2008),3
thor (2011),toy story (1995),2
thor (2011),up (2009),3
thor (2011),wall·e (2008),3
12 angry men (1957),air force one (1997),2
12 angry men (1957),around the world in 80 days (1956),3
12 angry men (1957),executive decision (1996),2
12 angry men (1957),in the line of fire (1993),2
12 angry men (1957),"lost world: jurassic park, the (1997)",3
12 angry men (1957),mulan (1998),3
12 angry men (1957),sneakers (1992),2
12 angry men (1957),swiss family robinson (1960),2
ace ventura: pet detective (1994),around the world in 80 days (1956),2
ace ventura: pet detective (1994),sneakers (1992),3
ace ventura: pet detective (1994),"time to kill, a (1996)",3
ace ventura: when nature calls (1995),anaconda (1997),2
ace ventura: when nature calls (1995),cinderella (1950),5
ace ventura: when nature calls (1995),con air (1997),4
ace ventura: when nature calls (1995),mulan (1998),3
ace ventura: when nature calls (1995),sneakers (1992),3
ace ventura: when nature calls (1995),stripes (1981),2
air force one (1997),"borrowers, the (1997)",2
air force one (1997),crimson tide (1995),2
air force one (1997),executive decision (1996),4
air force one (1997),raging bull (1980),2
air force one (1997),sneakers (1992),2
air force one (1997),stripes (1981),2
air force one (1997),taxi driver (1976),5
air force one (1997),"time to kill, a (1996)",2
air force one (1997),to kill a mockingbird (1962),2
air force one (1997),twelve monkeys (a.k.a. 12 monkeys) (1995),3
aladdin (1992),swiss family robinson (1960),3
alien (1979),"borrowers, the (1997)",3
alien (1979),executive decision (1996),4
alien (1979),"goonies, the (1985)",3
alien (1979),swiss family robinson (1960),3
anaconda (1997),batman (1989),2
anaconda (1997),blade runner (1982),2
anaconda (1997),"breakfast club, the (1985)",2
anaconda (1997),"fugitive, the (1993)",2
anaconda (1997),"godfather: part ii, the (1974)",2
anaconda (1997),"hunt for red october, the (1990)",2
anaconda (1997),one flew over the cuckoo's nest (1975),2
anaconda (1997),twelve monkeys (a.k.a. 12 monkeys) (1995),2
anaconda (1997),when harry met sally... (1989),3
angels in the outfield (1994),"godfather: part ii, the (1974)",2
angels in the outfield (1994),one flew over the cuckoo's nest (1975),2
angels in the outfield (1994),taxi driver (1976),2
armageddon (1998),"borrowers, the (1997)",2
armageddon (1998),citizen kane (1941),3
armageddon (1998),cool hand luke (1967),3
armageddon (1998),raging bull (1980),2
around the world in 80 days (1956),babe (1995),3
around the world in 80 days (1956),back to the future (1985),2
around the world in 80 days (1956),batman forever (1995),2
around the world in 80 days (1956),braveheart (1995),4
around the world in 80 days (1956),citizen kane (1941),2
around the world in 80 days (1956),clear and present danger (1994),3
around the world in 80 days (1956),dances with wolves (1990),3
around the world in 80 days (1956),die hard (1988),3
around the world in 80 days (1956),die hard: with a vengeance (1995),2
around the world in 80 days (1956),dragonheart (1996),2
around the world in 80 days (1956),dumb & dumber (dumb and dumber) (1994),2
